"HolderAddress","Balance","PendingBalanceUpdate"
"0x73c65a848607560345d363848a94862cdd26a3d4","10","No"
"0xcbef46a7cbe1f46a94ab77501eaa32596ab3c538","315.316155007106","No"
"0x61477eaa5e33400acc353390ca001be0eb706eb4","319.845209735793","No"
"0xc0893fa01108f50fa2a04e2ccee815376ec56233","309.587870900041","No"
"0x9730299b10a30bdbaf81815c99b4657c685314ab","476.383075089931","No"
"0x172d7a92660006ebecb125c712fa0fe9dd53e106","99.9448428019857","No"
"0x65d3febc3112cef66be36df9a62ac0f94079bd42","1.99829490468434","No"
"0x87a78919adc0a79303940418a9c35ad7a5f31561","1.99829490468434","No"
"0x7bfee91193d9df2ac0bfe90191d40f23c773c060","177329.357439247","No"
"0xa64a287f973700388c631378067ab8f01618514d","0.064790066435764","No"
"0xacf87623ce89e5b0976d137406d77b271f31c422","44.9340363195844","No"
"0x512a519a8c6b35b6af39c3a6d219c56ab380da13","186.328107093361","No"
"0x789c552f1f3ac2faa8fbd901cf4c3fd3b45c1a66","6.8687099555794E-05","No"
"0xaad8f4b64edda413ab113fdb475be706e2503478","0.286314383050086","No"
"0x935361eb81ffe4eef326902ac37e8aba82edf403","212.745839201684","No"
"0xe78bcb254e84231164b8845ac5d01e55541c8ab5","5.3503911601612E-05","No"
"0x17103203eb867da8f0d5545cba3894e743c33a06","662.63071842317","No"
"0x3dd1b656fcc459cc4cf203b53aaabf8c85181f1d","622.283372314078","No"
"0xdf97540fd25f355ba8ed53a9ebbe3d7a3b37ee44","5.5727172234533E-05","No"
"0xd949b19355f86ced38aaa7b58630404ac46e9b7b","6.6676072666044E-05","No"
"0x44a3fa3c92f1421592ceceb4d717907a217ebc62","178.696216865897","No"
"0x70c9666b338795ddab8f4bd67f580b1d9234b8dc","2600.56291569868","No"
"0x29f4bc513421e123fd9a8cd4c159e40405ea02fe","0.985251058138722","No"
"0xa915023b3ed1e00e078789e63de079b4d6dcc348","200.453951552629","No"
"0x00987cbce7014389197f9d5468dab5a8facffee0","151.735650708183","No"
"0xa5ba6ae9cdf56761be100a33de63363660ef744a","544.601000755658","No"
